rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.715097,34.982240",31.71509681028903,34.982240010506324,7.96,31,217
2,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.760926,34.994190",31.760926206592693,34.99419040309139,10.08,23,161
3,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.724541,34.975846",31.724540507613955,34.975845904166974,7.46,20,140
4,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.716595,35.001222",31.71659544824865,35.001221652334586,23.55,18,126
5,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.760956,35.015187",31.760955675572333,35.01518679136675,4.79,20,140
6,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.737364,34.948989",31.737363905858267,34.948989341288595,18.4,18,126
7,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.707071,34.960879",31.70707099029726,34.96087925464468,21.45,17,119
8,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.697549,34.976077",31.69754917459323,34.97607679312319,16.27,12,84
9,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.743947,34.978398",31.743946952484862,34.978397504721634,25.27,20,140
10,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.701252,34.970517",31.70125178728424,34.97051705741831,17.64,32,224
11,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.699215,35.006065",31.69921457355734,35.00606535796571,33.9,14,98
12,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.734718,34.951199",31.73471776535538,34.9511985205565,40.9,13,91
13,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.752515,34.981054",31.75251520566312,34.98105380434403,16.69,35,245
14,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.758508,34.997061",31.75850789159344,34.997061333625254,49.84,10,70
15,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.736770,34.983670",31.73677001185722,34.983669574675794,6.43,33,231
16,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.739546,34.949754",31.73954617899809,34.94975446192892,41.16,12,84
17,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.709709,34.961283",31.70970870394969,34.961282941838014,60.96,11,77
18,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.721787,34.978917",31.72178687207726,34.978917244803114,35.44,16,112
19,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.768391,34.991088",31.76839140947851,34.99108775430537,25.24,9,63
20,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.701324,34.987571",31.701324369682155,34.9875710318055,10.74,8,56
21,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.703639,34.961921",31.70363859764148,34.96192053141824,22.28,8,56
22,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.746367,34.996594",31.74636651151072,34.99659442801295,4.17,20,140
23,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.757699,34.990531",31.75769875629066,34.99053111716244,24.74,12,84
24,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.755461,34.993356",31.755460670526926,34.993355998609864,26.82,24,168
25,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.704541,35.001037",31.70454111802864,35.00103682995414,73.08,11,77
26,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.713960,34.977433",31.713959624343442,34.97743332340002,12.6,5,35
27,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.699439,34.974035",31.699438899035318,34.97403490093875,12.45,16,112
28,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.750104,34.980127",31.750104065548562,34.980126834006676,39.9,30,210
29,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.707604,34.966396",31.707604035759363,34.966395573094836,17.27,19,133
30,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.753867,34.987237",31.753866705314156,34.98723683236925,11.77,43,301
31,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.754419,34.989737",31.75441914784018,34.98973657672337,20.42,36,252
32,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.713806,34.963258",31.71380596570598,34.96325774844842,29.76,9,63
33,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.739355,34.981617",31.73935473976566,34.98161666330657,29.73,21,147
