rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,graph,cluster,area_center,cluster_candidates,5min,300,"31.715118,34.982512",31.715118473482086,34.982512225559184,16.57,9,63
2,graph,cluster,area_center,cluster_candidates,5min,300,"31.750436,34.989234",31.750435761229422,34.98923421906484,1.63,18,126
3,graph,cluster,area_center,cluster_candidates,5min,300,"31.745164,34.990651",31.745164229218915,34.99065121359314,31.61,12,84
4,graph,cluster,area_center,cluster_candidates,5min,300,"31.742191,34.981348",31.74219075609325,34.981348350116015,17.39,16,112
5,graph,cluster,area_center,cluster_candidates,5min,300,"31.749399,34.984944",31.7493985006658,34.98494393592853,33.71,10,70
6,graph,cluster,area_center,cluster_candidates,5min,300,"31.741190,34.980458",31.741190295372206,34.9804580287112,13.59,10,70
7,graph,cluster,area_center,cluster_candidates,5min,300,"31.742393,34.997085",31.74239259383265,34.99708456017869,69.96,19,133
8,graph,cluster,area_center,cluster_candidates,5min,300,"31.715824,34.995803",31.715823999344508,34.99580297072547,78.89,15,105
9,graph,cluster,area_center,cluster_candidates,5min,300,"31.714504,34.990582",31.714503699614312,34.99058247630605,50.14,39,273
10,graph,cluster,area_center,cluster_candidates,5min,300,"31.748211,34.999684",31.74821065286576,34.99968396195918,8.13,12,84
11,graph,cluster,area_center,cluster_candidates,5min,300,"31.708536,34.998815",31.708536300005317,34.99881493124152,45.17,7,49
12,graph,cluster,area_center,cluster_candidates,5min,300,"31.713241,34.990160",31.71324146557753,34.990159919733294,13.13,15,105
13,graph,cluster,area_center,cluster_candidates,5min,300,"31.747924,34.981592",31.7479241758237,34.981592020489515,31.33,8,56
14,graph,cluster,area_center,cluster_candidates,5min,300,"31.736277,34.987326",31.736276799563367,34.98732582135727,55.34,9,63
15,graph,cluster,area_center,cluster_candidates,5min,300,"31.753459,34.984341",31.753458876208065,34.98434110499702,68.25,5,35
16,graph,cluster,area_center,cluster_candidates,5min,300,"31.712689,34.991339",31.71268912682751,34.99133868485001,17.69,29,203
