rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.751366,34.994001",31.751365573658525,34.994000637368494,5.0,23,161
2,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.747676,34.988627",31.74767611903642,34.98862706954152,6.14,21,147
3,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.738719,34.979083",31.738719380981404,34.979083021719525,16.86,29,203
4,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.744305,34.978252",31.744304899530817,34.978252044986206,22.01,18,126
5,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.749720,34.995436",31.749719983108566,34.99543605061978,1.55,19,133
6,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.753775,34.987659",31.75377533106795,34.98765914463856,15.22,18,126
7,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.743120,34.983843",31.743119560275744,34.983842925413995,13.27,13,91
8,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.743385,34.975308",31.74338510977033,34.9753075418284,23.81,13,91
9,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.742213,34.987278",31.742213141449025,34.987278165252235,16.24,14,98
10,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.743195,34.981864",31.74319481554165,34.981863588111466,30.43,16,112
11,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.742100,34.978736",31.742099823799343,34.97873626880066,38.25,17,119
12,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.752514,34.995633",31.75251432294318,34.995633156798036,4.4,12,84
13,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.743952,34.979777",31.74395151993903,34.97977728705015,7.4,15,105
14,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.748316,34.986845",31.74831552165242,34.98684468687669,9.54,20,140
15,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.741925,34.988876",31.741925394578704,34.98887637770449,18.49,16,112
16,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.740523,34.991686",31.74052345852892,34.99168553253774,19.79,13,91
17,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.747563,34.990251",31.74756317529592,34.99025097585584,37.85,15,105
18,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.740225,34.981915",31.74022533101128,34.98191464444497,29.54,16,112
19,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.747777,34.979729",31.74777734612089,34.97972941471416,13.62,16,112
20,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.738528,34.985154",31.73852837533662,34.985153852194095,7.74,9,63
21,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.747647,34.983346",31.747647153410803,34.983346387063925,14.46,13,91
22,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.745278,34.975866",31.74527789311418,34.97586646599362,10.82,13,91
23,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.738627,34.993008",31.738626956514878,34.99300820807969,20.23,13,91
24,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.752475,34.982043",31.752474907278824,34.982043193741006,24.29,24,168
25,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.742006,34.991460",31.742005854213197,34.99145959484218,14.53,12,84
26,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.738849,34.977777",31.7388489698237,34.9777769621853,22.25,16,112
27,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.742896,34.976937",31.7428963561024,34.97693696860393,42.58,11,77
28,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.745737,34.989220",31.74573680627113,34.98922009455451,11.13,14,98
29,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.753197,34.993083",31.753196703987168,34.993082861182145,16.0,17,119
30,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.744756,34.992543",31.74475564884035,34.99254288875247,22.19,10,70
31,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.739569,34.979927",31.73956854767069,34.97992701267293,7.15,14,98
32,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.737991,34.982825",31.737991094616557,34.98282481659643,32.32,10,70
33,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.750329,34.988499",31.750328934760564,34.988499165719006,23.28,21,147
34,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.755766,34.993076",31.75576648091929,34.99307629868753,34.64,6,42
35,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.754006,34.989972",31.754006056049512,34.989971983854865,12.49,14,98
36,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.746617,34.993462",31.74661742760317,34.99346242656527,32.58,8,56
37,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.747137,34.996589",31.74713713786015,34.99658913309498,28.64,10,70
