rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,graph,cluster,area_center,cluster_candidates,5min,300,"31.738190,34.949482",31.738189507897573,34.94948236492858,0.0,36,252
2,graph,cluster,area_center,cluster_candidates,5min,300,"31.752928,34.982051",31.752927694198508,34.98205113694698,12.24,21,147
3,graph,cluster,area_center,cluster_candidates,5min,300,"31.748915,34.984114",31.748914755941296,34.984114121688094,34.56,25,175
4,graph,cluster,area_center,cluster_candidates,5min,300,"31.751178,34.982662",31.751178209005257,34.98266233738677,74.63,31,217
5,graph,cluster,area_center,cluster_candidates,5min,300,"31.755394,34.994286",31.755393611208763,34.99428633669834,51.23,8,56
