rank,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
34,buildings,1min,60,"31.746351,34.993657",31.746350659740603,34.993657138629644,0.0,8,56
35,buildings,1min,60,"31.747800,34.980390",31.747800295442897,34.980390222506095,0.0,8,56
36,buildings,1min,60,"31.748791,34.990275",31.748791329104627,34.9902748821509,0.0,8,56
37,buildings,1min,60,"31.748049,34.979813",31.74804898329626,34.97981274478904,0.0,8,56
38,buildings,1min,60,"31.753846,34.987452",31.75384561520431,34.9874517694828,0.0,8,56
39,buildings,1min,60,"31.750011,34.995103",31.75001131950823,34.99510261118033,0.0,8,56
40,buildings,1min,60,"31.744341,34.993254",31.744341251375012,34.99325424545292,0.0,8,56
41,network_nodes,1min,60,"31.744733,34.976026",31.74473290068205,34.976025699476196,32.42,8,56
42,buildings,1min,60,"31.751095,34.988429",31.751094852758218,34.988429093709236,0.0,7,49
43,buildings,1min,60,"31.736007,34.977513",31.73600724278252,34.97751263413962,0.0,7,49
44,buildings,1min,60,"31.742126,34.994256",31.742126221033335,34.994255932745496,0.0,7,49
45,buildings,1min,60,"31.742345,34.987279",31.742345202526998,34.98727888786057,0.0,7,49
46,buildings,1min,60,"31.738540,34.985250",31.738539550614405,34.98525045542428,0.0,7,49
47,buildings,1min,60,"31.736568,34.981599",31.736568329312465,34.98159897218732,0.0,7,49
48,buildings,1min,60,"31.709496,35.001672",31.709496125968727,35.00167247054951,0.0,7,49
49,buildings,1min,60,"31.745617,34.989138",31.74561666011507,34.989138413669714,0.0,7,49
50,buildings,1min,60,"31.742274,34.976863",31.74227447497284,34.976862606135334,0.0,7,49
51,network_nodes,1min,60,"31.713657,34.989799",31.713656600686136,34.989799499473506,19.36,7,49
52,buildings,1min,60,"31.747195,34.987663",31.74719540646275,34.987662856446306,0.0,6,42
53,buildings,1min,60,"31.746737,34.991338",31.74673664778588,34.991337691465525,0.0,6,42
54,buildings,1min,60,"31.755787,34.993875",31.75578676760494,34.99387535537151,0.0,6,42
55,buildings,1min,60,"31.747644,34.984592",31.747644481301542,34.984591808975175,0.0,6,42
56,buildings,1min,60,"31.744507,34.978583",31.744506826794513,34.97858262433568,0.0,6,42
57,buildings,1min,60,"31.735724,34.979618",31.735723990620315,34.97961849215155,0.0,6,42
58,buildings,1min,60,"31.751389,34.981561",31.751388774213066,34.981561310401794,0.0,6,42
59,buildings,1min,60,"31.750539,34.984658",31.750538678127253,34.98465824938077,0.0,6,42
60,buildings,1min,60,"31.737037,34.994315",31.737037144606177,34.994315148860935,0.0,6,42
61,buildings,1min,60,"31.738081,34.983161",31.738080806053475,34.98316097404316,0.0,6,42
62,buildings,1min,60,"31.736981,34.980562",31.73698112978494,34.9805623330526,0.0,6,42
63,buildings,1min,60,"31.754243,34.996225",31.75424285834226,34.996225391064996,0.0,6,42
64,buildings,1min,60,"31.741397,34.989811",31.74139726197037,34.989810864093045,0.0,6,42
65,buildings,1min,60,"31.739659,34.996975",31.739658535019124,34.99697464331156,0.0,6,42
66,buildings,1min,60,"31.749902,34.987347",31.74990154948942,34.9873467338489,0.0,6,42
67,buildings,1min,60,"31.712088,35.000802",31.712088198999602,35.000802140085916,0.0,5,35
68,buildings,1min,60,"31.739881,34.983745",31.73988065860387,34.98374530197818,0.0,5,35
69,buildings,1min,60,"31.745153,34.975438",31.745153385289314,34.97543797092434,0.0,5,35
70,buildings,1min,60,"31.742969,34.975474",31.742968581339937,34.97547404176321,0.0,5,35
71,buildings,1min,60,"31.754642,34.989404",31.754642023519864,34.989404261478256,0.0,5,35
72,buildings,1min,60,"31.738525,34.993742",31.738525261903447,34.99374174416063,0.0,5,35
73,buildings,1min,60,"31.750652,34.980336",31.750651569313487,34.98033610653385,0.0,5,35
74,buildings,1min,60,"31.744387,34.979596",31.744387383892732,34.979595964927356,0.0,5,35
75,buildings,1min,60,"31.739900,34.992781",31.73990032772834,34.99278109368506,0.0,5,35
76,buildings,1min,60,"31.750670,34.995259",31.750670251996823,34.995258718680056,0.0,5,35
77,buildings,1min,60,"31.735793,34.998577",31.735793051819083,34.998577051069056,0.0,5,35
78,buildings,1min,60,"31.738213,34.992505",31.738213194201,34.992504720565,0.0,5,35
79,buildings,1min,60,"31.741063,34.996345",31.741062751321007,34.99634462859091,0.0,5,35
80,buildings,1min,60,"31.716144,34.989463",31.7161441744142,34.98946270805534,0.0,5,35
81,buildings,1min,60,"31.743156,34.983484",31.74315615537454,34.983484429217725,0.0,5,35
82,buildings,1min,60,"31.744188,34.979031",31.744187560433737,34.97903138315161,0.0,5,35
83,buildings,1min,60,"31.737291,34.984647",31.73729066219115,34.98464677153976,0.0,5,35
84,buildings,1min,60,"31.715916,34.982529",31.715915969567533,34.98252893375078,0.0,5,35
85,buildings,1min,60,"31.709721,34.994810",31.709720664922383,34.99481039239613,0.0,5,35
86,network_nodes,1min,60,"31.741166,34.987669",31.741166400683113,34.98766949947555,34.89,5,35
87,buildings,1min,60,"31.716670,34.998817",31.716670470891902,34.998816737229134,0.0,4,28
88,buildings,1min,60,"31.715767,34.989376",31.715766898087477,34.989376400026735,0.0,4,28
89,buildings,1min,60,"31.710903,35.000449",31.710902615813797,35.0004488275913,0.0,4,28
90,buildings,1min,60,"31.745468,34.995729",31.745467669141366,34.99572886321425,0.0,4,28
91,buildings,1min,60,"31.747348,34.983351",31.74734755825448,34.98335066187526,0.0,4,28
92,buildings,1min,60,"31.744512,34.990766",31.744512101962677,34.990766423933806,0.0,4,28
93,buildings,1min,60,"31.742180,34.984470",31.742179786869414,34.98447003261981,0.0,4,28
94,buildings,1min,60,"31.743947,34.980360",31.743947280575977,34.98035981493593,0.0,4,28
95,buildings,1min,60,"31.726769,34.978231",31.726769209999528,34.97823055014615,0.0,4,28
96,buildings,1min,60,"31.746120,34.991186",31.74611988537377,34.991185614410796,0.0,4,28
97,buildings,1min,60,"31.749852,34.997711",31.74985232708268,34.9977109826584,0.0,4,28
98,buildings,1min,60,"31.739663,34.993799",31.73966272624024,34.99379949554764,0.0,4,28
99,buildings,1min,60,"31.736835,34.998584",31.736835174553175,34.99858373356589,0.0,4,28
100,buildings,1min,60,"31.739242,34.987046",31.739241633106932,34.987046092914795,0.0,4,28
101,buildings,1min,60,"31.742455,34.979146",31.7424546836214,34.979146042668795,0.0,4,28
102,buildings,1min,60,"31.709979,34.998669",31.709979227878573,34.99866885615888,0.0,4,28
103,buildings,1min,60,"31.713966,34.981696",31.713966338131517,34.98169592966992,0.0,4,28
104,buildings,1min,60,"31.743264,34.983243",31.743263505962116,34.98324271715862,0.0,4,28
105,buildings,1min,60,"31.713453,35.000149",31.713453312819176,35.00014851250285,0.0,4,28
106,buildings,1min,60,"31.748312,34.997727",31.74831154090311,34.99772656108079,0.0,4,28
107,buildings,1min,60,"31.745077,34.991764",31.745077161919586,34.991764291411044,0.0,4,28
108,network_nodes,1min,60,"31.749778,34.984236",31.749778000682024,34.98423589947629,32.34,4,28
109,buildings,1min,60,"31.747554,34.982118",31.747553893873683,34.982117507553504,0.0,3,21
110,buildings,1min,60,"31.752780,34.980982",31.75278002563003,34.98098197465406,0.0,3,21
111,buildings,1min,60,"31.736848,34.984538",31.73684792356871,34.98453771293413,0.0,3,21
112,buildings,1min,60,"31.737953,34.982212",31.737952615949,34.98221162632395,0.0,3,21
113,buildings,1min,60,"31.745207,34.993098",31.74520717992835,34.99309759888058,0.0,3,21
114,buildings,1min,60,"31.740680,34.984267",31.740679598015923,34.98426716824386,0.0,3,21
115,buildings,1min,60,"31.739302,34.989062",31.739301849958807,34.98906163773728,0.0,3,21
116,buildings,1min,60,"31.728012,34.994511",31.728011579543768,34.994511214404696,0.0,3,21
117,buildings,1min,60,"31.744042,34.976521",31.744041971123657,34.97652122324634,0.0,3,21
118,buildings,1min,60,"31.742424,34.995303",31.742424378132725,34.99530284147147,0.0,3,21
119,buildings,1min,60,"31.736683,34.998180",31.736683079165715,34.998179680580364,0.0,3,21
120,buildings,1min,60,"31.739726,34.990818",31.739725686694158,34.99081846940252,0.0,3,21
121,buildings,1min,60,"31.745582,34.976574",31.745581597547677,34.97657374206486,0.0,3,21
122,buildings,1min,60,"31.724852,34.996172",31.724852162070615,34.996172416465626,0.0,3,21
123,buildings,1min,60,"31.716038,34.992654",31.71603770157814,34.992653813986074,0.0,3,21
124,buildings,1min,60,"31.745653,34.975374",31.745652939198393,34.975374375922684,0.0,3,21
125,buildings,1min,60,"31.756955,34.997522",31.756954815930587,34.99752233140065,0.0,3,21
126,buildings,1min,60,"31.739130,34.985932",31.73912985987016,34.98593162011447,0.0,3,21
127,buildings,1min,60,"31.742449,34.993349",31.742448905976296,34.99334944034552,0.0,3,21
128,buildings,1min,60,"31.736756,34.984344",31.736755808420988,34.98434360653966,0.0,3,21
129,buildings,1min,60,"31.752232,34.996052",31.75223160192441,34.99605193820357,0.0,3,21
130,buildings,1min,60,"31.711855,35.001438",31.711854521583145,35.001438262087326,0.0,3,21
131,buildings,1min,60,"31.749031,34.995174",31.74903109702697,34.995173945550185,0.0,3,21
132,buildings,1min,60,"31.743509,34.981968",31.743508641744196,34.98196840729796,0.0,3,21
133,buildings,1min,60,"31.742263,34.989961",31.742263315414323,34.989960806793626,0.0,3,21
134,buildings,1min,60,"31.710701,34.997114",31.710700688300093,34.997114064410646,0.0,3,21
135,network_nodes,1min,60,"31.715265,34.994287",31.71526540068624,34.994287499473465,66.83,3,21
136,network_nodes,1min,60,"31.755099,34.992023",31.755098700681945,34.99202349947643,75.56,3,21
137,network_nodes,1min,60,"31.710256,34.993992",31.710255600686754,34.99399239947313,18.7,3,21
138,buildings,1min,60,"31.762931,35.015497",31.762930606856617,35.01549699557728,0.0,2,14
139,buildings,1min,60,"31.716076,34.983107",31.71607603194016,34.98310742464078,0.0,2,14
140,buildings,1min,60,"31.749994,34.993970",31.749993773354536,34.993970015818256,0.0,2,14
141,buildings,1min,60,"31.726394,34.993057",31.726393855650425,34.993056627883604,0.0,2,14
142,buildings,1min,60,"31.713641,34.994451",31.713641088639164,34.99445121062604,0.0,2,14
143,buildings,1min,60,"31.741291,34.982431",31.741290780541778,34.98243141908505,0.0,2,14
144,buildings,1min,60,"31.748609,34.986834",31.748609011469558,34.986834468368826,0.0,2,14
145,buildings,1min,60,"31.747090,34.996960",31.7470895003499,34.99696047056883,0.0,2,14
146,buildings,1min,60,"31.741847,34.996140",31.741847279681394,34.996139500471514,0.0,2,14
147,buildings,1min,60,"31.751054,34.997941",31.75105436666855,34.99794074354264,0.0,2,14
148,buildings,1min,60,"31.743578,34.980846",31.743577878046647,34.980845989487335,0.0,2,14
149,buildings,1min,60,"31.735248,34.992476",31.73524832299723,34.99247589359631,0.0,2,14
150,buildings,1min,60,"31.743297,34.982088",31.743296722743015,34.98208777547545,0.0,2,14
151,buildings,1min,60,"31.729577,34.991012",31.729577070900874,34.991011637926796,0.0,2,14
152,buildings,1min,60,"31.751553,34.987082",31.75155313859431,34.98708168569645,0.0,2,14
153,buildings,1min,60,"31.743763,34.981329",31.74376274352283,34.98132943103002,0.0,2,14
154,buildings,1min,60,"31.733527,34.952616",31.733527012243623,34.95261592848236,0.0,2,14
155,buildings,1min,60,"31.715518,34.998455",31.71551830620081,34.99845458773116,0.0,2,14
156,buildings,1min,60,"31.736903,34.996074",31.736902626686184,34.996074459041665,0.0,2,14
157,buildings,1min,60,"31.708927,35.001720",31.708926811657438,35.00172016494341,0.0,2,14
158,buildings,1min,60,"31.740406,34.992416",31.74040575866577,34.99241607730025,0.0,2,14
159,buildings,1min,60,"31.749434,34.994156",31.74943439569229,34.99415565618379,0.0,2,14
160,buildings,1min,60,"31.712060,34.995073",31.712059660947354,34.99507250870524,0.0,2,14
161,buildings,1min,60,"31.743433,34.997206",31.74343266792885,34.99720627992131,0.0,2,14
162,buildings,1min,60,"31.749896,34.987026",31.74989638201694,34.98702581100039,0.0,2,14
163,buildings,1min,60,"31.714430,34.993289",31.714430081587047,34.99328882874549,0.0,2,14
164,buildings,1min,60,"31.739622,34.986892",31.73962185385348,34.98689219151343,0.0,2,14
165,buildings,1min,60,"31.716312,34.987775",31.716312217013567,34.987775392488615,0.0,2,14
166,buildings,1min,60,"31.742477,34.988718",31.742476944642046,34.98871760430408,0.0,2,14
167,buildings,1min,60,"31.717714,34.998814",31.71771373521085,34.99881363768304,0.0,2,14
168,buildings,1min,60,"31.715005,34.996945",31.715005197816456,34.996945483316466,0.0,2,14
169,buildings,1min,60,"31.716250,34.996976",31.716250244107457,34.996975738342066,0.0,2,14
170,buildings,1min,60,"31.742571,34.987899",31.74257055468747,34.987898629573756,0.0,2,14
171,buildings,1min,60,"31.746843,34.983208",31.74684268487631,34.98320822524215,0.0,2,14
172,buildings,1min,60,"31.739218,34.992028",31.73921766243257,34.99202750291477,0.0,2,14
173,buildings,1min,60,"31.707856,34.998647",31.70785557132628,34.99864713656286,0.0,2,14
174,buildings,1min,60,"31.742433,34.990608",31.742432934203794,34.99060776736298,0.0,2,14
175,buildings,1min,60,"31.714036,34.981451",31.714036398214144,34.98145106876264,0.0,2,14
176,buildings,1min,60,"31.710121,34.996989",31.710121063761814,34.996988906905024,0.0,2,14
177,buildings,1min,60,"31.738998,34.996037",31.738997588077858,34.996037190770544,0.0,2,14
178,network_nodes,1min,60,"31.746867,34.995075",31.746866900682996,34.99507499947573,60.71,2,14
179,network_nodes,1min,60,"31.721923,34.996235",31.721923200685666,34.99623549947388,30.32,2,14
180,network_nodes,1min,60,"31.714428,34.984569",31.714427700685743,34.98456899947372,40.59,2,14
181,network_nodes,1min,60,"31.707607,35.000729",31.70760680068744,35.00072929947271,33.24,2,14
182,network_nodes,1min,60,"31.758159,34.996892",31.75815930068191,34.99689249947648,55.76,2,14
183,network_nodes,1min,60,"31.711984,34.991840",31.711983700686435,34.99184039947331,27.11,2,14
184,network_nodes,1min,60,"31.710659,34.995517",31.710658900686795,34.99551729947311,38.62,2,14
185,buildings,1min,60,"31.738792,34.955291",31.738791528392483,34.95529134311434,0.0,1,7
186,buildings,1min,60,"31.756336,35.007595",31.756335816459583,35.00759451758836,0.0,1,7
187,buildings,1min,60,"31.759229,34.997560",31.759229169759475,34.997559624444285,0.0,1,7
188,buildings,1min,60,"31.752690,34.990666",31.752690446048035,34.990666300159845,0.0,1,7
189,buildings,1min,60,"31.752323,34.998119",31.752323019835373,34.99811908735187,0.0,1,7
190,buildings,1min,60,"31.733035,34.954304",31.73303464433595,34.954304130279375,0.0,1,7
191,buildings,1min,60,"31.742786,34.985966",31.7427861221674,34.985966254568005,0.0,1,7
192,buildings,1min,60,"31.713851,34.991178",31.71385138599239,34.991177811499405,0.0,1,7
193,buildings,1min,60,"31.713819,34.991951",31.713818669293047,34.99195108399097,0.0,1,7
194,buildings,1min,60,"31.709192,34.992788",31.709192307462132,34.99278770709902,0.0,1,7
195,buildings,1min,60,"31.715857,34.992263",31.715857316773455,34.99226309471771,0.0,1,7
196,buildings,1min,60,"31.757747,34.999451",31.757747364782194,34.99945141993591,0.0,1,7
197,buildings,1min,60,"31.746015,34.986036",31.74601507755627,34.986035519906736,0.0,1,7
198,buildings,1min,60,"31.708612,34.993330",31.708611943482957,34.993329914655895,0.0,1,7
199,buildings,1min,60,"31.761454,34.994302",31.761453835209778,34.994301829788924,0.0,1,7
200,buildings,1min,60,"31.737499,34.992935",31.737499077146325,34.99293491378539,0.0,1,7
201,buildings,1min,60,"31.761146,34.995240",31.76114552105576,34.99524008493654,0.0,1,7
202,buildings,1min,60,"31.708890,34.995610",31.708890435870504,34.99560998567077,0.0,1,7
203,buildings,1min,60,"31.728639,34.985848",31.72863914811369,34.98584811269481,0.0,1,7
204,buildings,1min,60,"31.726791,34.993800",31.726790598224216,34.993799716431674,0.0,1,7
205,buildings,1min,60,"31.755887,34.991314",31.755886819632945,34.99131426460908,0.0,1,7
206,buildings,1min,60,"31.759172,35.019733",31.759172287078982,35.01973253164501,0.0,1,7
207,buildings,1min,60,"31.759676,35.014877",31.759675898699427,35.014876597204804,0.0,1,7
208,buildings,1min,60,"31.759524,34.996114",31.759524048736235,34.99611426381753,0.0,1,7
209,buildings,1min,60,"31.760995,34.996332",31.760995275265476,34.996332116177534,0.0,1,7
210,buildings,1min,60,"31.748397,34.985111",31.74839653309089,34.985111427559396,0.0,1,7
211,buildings,1min,60,"31.758939,34.998456",31.758938672882973,34.99845578074919,0.0,1,7
212,buildings,1min,60,"31.760808,35.009239",31.76080760938614,35.00923914384087,0.0,1,7
213,buildings,1min,60,"31.714622,34.996872",31.714621865194733,34.99687239325051,0.0,1,7
214,buildings,1min,60,"31.728359,34.991816",31.728358803784594,34.991816157914414,0.0,1,7
215,buildings,1min,60,"31.713626,34.983259",31.713625584585532,34.98325894084628,0.0,1,7
216,buildings,1min,60,"31.752923,34.995689",31.752922503994707,34.9956893126353,0.0,1,7
217,buildings,1min,60,"31.722567,34.990657",31.722567134836417,34.99065681057234,0.0,1,7
218,buildings,1min,60,"31.749550,34.979641",31.749550473837342,34.9796411929955,0.0,1,7
219,buildings,1min,60,"31.711476,34.997933",31.711475511535955,34.99793305337241,0.0,1,7
220,buildings,1min,60,"31.713164,34.984968",31.713164196414063,34.984967645354224,0.0,1,7
221,buildings,1min,60,"31.711207,34.996956",31.71120656579044,34.996956040736784,0.0,1,7
222,buildings,1min,60,"31.749138,34.983412",31.749138059397602,34.98341206682762,0.0,1,7
223,buildings,1min,60,"31.737298,34.996946",31.737297994010138,34.996946092841846,0.0,1,7
224,buildings,1min,60,"31.739395,34.989765",31.73939546908224,34.98976535430049,0.0,1,7
225,buildings,1min,60,"31.723419,34.991671",31.723419041217547,34.99167076741258,0.0,1,7
226,buildings,1min,60,"31.712220,34.995859",31.712220180186005,34.995858735360784,0.0,1,7
227,buildings,1min,60,"31.754630,34.997140",31.754629656993586,34.997140013719644,0.0,1,7
228,buildings,1min,60,"31.751304,34.980802",31.75130395032316,34.98080218270702,0.0,1,7
229,buildings,1min,60,"31.738740,34.992755",31.738740363249615,34.99275536691526,0.0,1,7
230,buildings,1min,60,"31.738882,34.990539",31.738882367576366,34.9905390017095,0.0,1,7
231,buildings,1min,60,"31.748319,34.984406",31.748318694197287,34.98440581210546,0.0,1,7
232,buildings,1min,60,"31.743742,34.980097",31.74374197004127,34.98009747450501,0.0,1,7
233,buildings,1min,60,"31.742928,34.984060",31.742928461382842,34.98406046772675,0.0,1,7
234,buildings,1min,60,"31.748614,34.981193",31.748613568086572,34.981193452382506,0.0,1,7
235,buildings,1min,60,"31.739683,34.988291",31.739682858302,34.98829133664352,0.0,1,7
236,buildings,1min,60,"31.715849,34.990284",31.715849446176822,34.99028441469402,0.0,1,7
237,buildings,1min,60,"31.737316,34.996295",31.737316447634754,34.99629458402392,0.0,1,7
238,buildings,1min,60,"31.740842,34.991837",31.740841553517164,34.991837460800085,0.0,1,7
239,buildings,1min,60,"31.745286,34.979793",31.74528555445051,34.97979341881044,0.0,1,7
240,buildings,1min,60,"31.745365,34.997311",31.745364516108246,34.997311400736756,0.0,1,7
241,buildings,1min,60,"31.710064,34.997949",31.71006355343392,34.99794869183313,0.0,1,7
242,buildings,1min,60,"31.742778,34.986858",31.742778471166005,34.98685793217924,0.0,1,7
243,buildings,1min,60,"31.716549,34.999529",31.716549188324617,34.99952941913718,0.0,1,7
244,buildings,1min,60,"31.716966,34.991126",31.716966062218876,34.99112613114635,0.0,1,7
245,buildings,1min,60,"31.718799,35.001741",31.718798681393643,35.00174064724772,0.0,1,7
246,buildings,1min,60,"31.714183,34.990210",31.714182916700516,34.99020965394813,0.0,1,7
247,buildings,1min,60,"31.741395,34.990669",31.741395128352924,34.99066928777309,0.0,1,7
248,buildings,1min,60,"31.713856,34.981171",31.71385562089221,34.98117104699005,0.0,1,7
249,buildings,1min,60,"31.757180,34.998037",31.75717978042101,34.99803663157199,0.0,1,7
250,buildings,1min,60,"31.738676,34.982618",31.738675717429622,34.9826183614451,0.0,1,7
251,buildings,1min,60,"31.734422,34.969793",31.73442208207732,34.96979269282454,0.0,1,7
252,buildings,1min,60,"31.723977,34.992940",31.72397664147378,34.99293983971871,0.0,1,7
253,buildings,1min,60,"31.696946,34.954560",31.696945644375944,34.954560289815625,0.0,1,7
254,buildings,1min,60,"31.715362,34.997350",31.71536212519604,34.99734979437482,0.0,1,7
255,buildings,1min,60,"31.718023,34.994393",31.718023341930238,34.99439277181024,0.0,1,7
256,buildings,1min,60,"31.730521,34.992989",31.73052089136239,34.99298926656647,0.0,1,7
257,buildings,1min,60,"31.715110,34.998255",31.71511008035007,34.998254718881775,0.0,1,7
258,buildings,1min,60,"31.750721,34.980559",31.750720977457956,34.980558634132166,0.0,1,7
259,buildings,1min,60,"31.737082,35.000345",31.73708166135615,35.000344914694146,0.0,1,7
260,buildings,1min,60,"31.742016,34.993279",31.74201644763134,34.993279397355224,0.0,1,7
261,buildings,1min,60,"31.726966,34.992633",31.726966272837707,34.99263309727287,0.0,1,7
262,buildings,1min,60,"31.739330,34.987348",31.739330156732514,34.987348498847375,0.0,1,7
263,buildings,1min,60,"31.712284,34.996052",31.712283756119167,34.996052480131226,0.0,1,7
264,buildings,1min,60,"31.710766,34.997488",31.710766218414058,34.997488150366166,0.0,1,7
265,buildings,1min,60,"31.740466,34.981780",31.740465733762424,34.98178037264715,0.0,1,7
266,buildings,1min,60,"31.757276,34.990812",31.757275902568193,34.99081172952998,0.0,1,7
267,buildings,1min,60,"31.714311,35.000165",31.714310686469613,35.000164528616686,0.0,1,7
268,buildings,1min,60,"31.752600,34.988152",31.752600313175122,34.988151884145104,0.0,1,7
269,buildings,1min,60,"31.750142,34.978842",31.75014200490588,34.978841793084975,0.0,1,7
270,buildings,1min,60,"31.709024,35.001465",31.709023782439324,35.001464718170794,0.0,1,7
271,buildings,1min,60,"31.714184,34.986010",31.714183713688215,34.98600957238284,0.0,1,7
272,buildings,1min,60,"31.749066,34.983795",31.749065506696777,34.983794888506125,0.0,1,7
273,buildings,1min,60,"31.735870,34.981881",31.735870341549052,34.98188124848196,0.0,1,7
274,buildings,1min,60,"31.715584,35.000026",31.715583737726824,35.00002586837065,0.0,1,7
275,buildings,1min,60,"31.711091,34.999427",31.711090938072946,34.99942699825825,0.0,1,7
276,buildings,1min,60,"31.743839,34.992440",31.743839051742256,34.99243975483988,0.0,1,7
277,buildings,1min,60,"31.712741,34.997538",31.71274147694063,34.997537634050225,0.0,1,7
278,buildings,1min,60,"31.728520,34.994286",31.72851962536757,34.99428594862514,0.0,1,7
279,buildings,1min,60,"31.708398,35.000865",31.70839813593569,35.00086454616526,0.0,1,7
280,buildings,1min,60,"31.740480,34.955605",31.740479758843644,34.95560483938952,0.0,1,7
281,buildings,1min,60,"31.727434,34.995393",31.727434186885535,34.995393045144695,0.0,1,7
282,buildings,1min,60,"31.740435,34.994240",31.740435020805993,34.99423966302236,0.0,1,7
283,buildings,1min,60,"31.740687,34.990589",31.740686655719106,34.99058901094763,0.0,1,7
284,buildings,1min,60,"31.742665,34.987626",31.742664702971325,34.987626448689014,0.0,1,7
285,buildings,1min,60,"31.731284,34.991666",31.731283591040423,34.99166564072458,0.0,1,7
286,buildings,1min,60,"31.733918,34.955058",31.733918390232503,34.955058330160014,0.0,1,7
287,buildings,1min,60,"31.732635,34.958045",31.732635076270398,34.95804511711778,0.0,1,7
288,buildings,1min,60,"31.742369,34.991997",31.74236897674953,34.99199664162923,0.0,1,7
289,buildings,1min,60,"31.731402,34.992486",31.731401979573125,34.992486246587056,0.0,1,7
290,buildings,1min,60,"31.755386,34.990229",31.75538649459455,34.990229391312845,0.0,1,7
291,buildings,1min,60,"31.728758,34.993121",31.72875756769222,34.99312057164528,0.0,1,7
292,buildings,1min,60,"31.740684,34.981402",31.740684159972307,34.98140168139015,0.0,1,7
293,buildings,1min,60,"31.708278,34.999184",31.708278147561444,34.99918356607968,0.0,1,7
294,buildings,1min,60,"31.709932,35.000454",31.70993174084636,35.00045350132611,0.0,1,7
295,buildings,1min,60,"31.736665,34.995411",31.736664594002956,34.99541074454176,0.0,1,7
