rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,graph,exact,exact_point,network_nodes,5min,300,"31.742723,34.977287",31.742722773711666,34.97728699319839,20.85,51,357
2,graph,exact,exact_point,network_nodes,5min,300,"31.714031,34.985229",31.714030700685814,34.985228599473686,18.64,41,287
3,graph,exact,exact_point,network_nodes,5min,300,"31.736522,34.982894",31.73652210068332,34.98289449947538,8.81,40,280
4,graph,exact,exact_point,network_nodes,5min,300,"31.743986,34.975194",31.743986244257112,34.975194222145205,20.22,40,280
5,graph,exact,exact_point,network_nodes,5min,300,"31.727964,34.993881",31.727963880601997,34.99388130561464,22.77,37,259
6,graph,exact,exact_point,network_nodes,5min,300,"31.752045,34.980947",31.752045000681605,34.980947299476576,17.49,36,252
7,graph,exact,exact_point,buildings,5min,300,"31.709894,34.993877",31.709893799500033,34.993877359365165,0.0,34,238
8,graph,exact,exact_point,network_nodes,5min,300,"31.744395,34.978229",31.74439500068222,34.978228999476116,30.66,34,238
9,graph,exact,exact_point,network_nodes,5min,300,"31.741525,34.979319",31.741525000682582,34.97931939947587,19.57,32,224
10,graph,exact,exact_point,network_nodes,5min,300,"31.748393,34.987789",31.748392500682378,34.98778889947607,25.64,30,210
11,graph,exact,exact_point,network_nodes,5min,300,"31.745082,34.988775",31.74508182966716,34.98877490726719,15.62,29,203
12,graph,exact,exact_point,network_nodes,5min,300,"31.717106,34.990920",31.717106404656743,34.99091971349323,21.76,27,189
13,graph,exact,exact_point,network_nodes,5min,300,"31.708218,34.995539",31.708218400687056,34.995539499472926,24.87,26,182
14,graph,exact,exact_point,network_nodes,5min,300,"31.753352,34.994025",31.753351733819976,34.994024624210276,15.46,26,182
15,graph,exact,exact_point,network_nodes,5min,300,"31.735933,34.998376",31.735933466226598,34.99837620966435,17.99,26,182
16,graph,exact,exact_point,network_nodes,5min,300,"31.739111,34.978200",31.73911090068277,34.97819999947571,20.59,25,175
17,graph,exact,exact_point,network_nodes,5min,300,"31.740688,34.992159",31.740687800683464,34.992158999475386,22.42,24,168
18,graph,exact,exact_point,network_nodes,5min,300,"31.713938,34.982600",31.713937800685652,34.98259989947375,27.32,24,168
19,graph,exact,exact_point,network_nodes,5min,300,"31.739124,34.988745",31.739123700683415,34.98874509947538,20.64,23,161
20,graph,exact,exact_point,buildings,5min,300,"31.749584,34.996547",31.749583943979165,34.99654656730111,0.0,21,147
21,graph,exact,exact_point,buildings,5min,300,"31.708068,34.992855",31.708068014786203,34.99285521279706,0.0,20,140
22,graph,exact,exact_point,network_nodes,5min,300,"31.724115,34.995003",31.72411510068538,34.9950026994741,30.41,20,140
23,graph,exact,exact_point,network_nodes,5min,300,"31.707443,34.981951",31.707442900686292,34.98195119947331,25.95,20,140
24,graph,exact,exact_point,network_nodes,5min,300,"31.710608,34.992053",31.710608300686573,34.99205289947321,11.01,20,140
