rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,graph,cluster,area_center,cluster_candidates,5min,300,"31.742743,34.977192",31.7427434061063,34.97719154345849,20.79,33,231
2,graph,cluster,area_center,cluster_candidates,5min,300,"31.741874,34.978678",31.741874160108306,34.97867758619153,22.32,36,252
3,graph,cluster,area_center,cluster_candidates,5min,300,"31.743280,34.978298",31.74327999105503,34.978297502034785,10.65,87,609
4,graph,cluster,area_center,cluster_candidates,5min,300,"31.736727,34.983043",31.73672745174574,34.98304338164536,16.85,32,224
5,graph,cluster,area_center,cluster_candidates,5min,300,"31.744326,34.977345",31.744325708482233,34.977345471567965,17.76,30,210
6,graph,cluster,area_center,cluster_candidates,5min,300,"31.740335,34.992034",31.740335089814568,34.99203447637572,6.63,26,182
7,graph,cluster,area_center,cluster_candidates,5min,300,"31.753543,34.994788",31.75354263916286,34.9947879087075,25.69,60,420
8,graph,cluster,area_center,cluster_candidates,5min,300,"31.746667,34.989316",31.74666719259884,34.98931566933644,37.26,58,406
9,graph,cluster,area_center,cluster_candidates,5min,300,"31.743393,34.975407",31.743393457407176,34.97540662333644,17.69,32,224
10,graph,cluster,area_center,cluster_candidates,5min,300,"31.748360,34.986798",31.748360450932996,34.98679827205365,17.07,29,203
11,graph,cluster,area_center,cluster_candidates,5min,300,"31.741862,34.988499",31.741861631217198,34.98849925306937,29.7,37,259
12,graph,cluster,area_center,cluster_candidates,5min,300,"31.744035,34.979243",31.744034962419754,34.979242617003074,26.21,27,189
13,graph,cluster,area_center,cluster_candidates,5min,300,"31.740591,34.978930",31.74059070230276,34.978929797915605,21.42,31,217
14,graph,cluster,area_center,cluster_candidates,5min,300,"31.710609,34.994260",31.710609325209283,34.99426007638224,28.18,23,161
15,graph,cluster,area_center,cluster_candidates,5min,300,"31.747869,34.988681",31.747868649163852,34.98868124928846,10.31,27,189
16,graph,cluster,area_center,cluster_candidates,5min,300,"31.750975,34.994322",31.750974939188715,34.994321662932165,13.31,31,217
17,graph,cluster,area_center,cluster_candidates,5min,300,"31.748605,34.989861",31.74860505630678,34.989861093003874,14.76,33,231
18,graph,cluster,area_center,cluster_candidates,5min,300,"31.752497,34.982100",31.752497131233323,34.982100325530524,29.22,21,147
19,graph,cluster,area_center,cluster_candidates,5min,300,"31.738368,34.984891",31.7383684854841,34.98489067666861,19.78,18,126
20,graph,cluster,area_center,cluster_candidates,5min,300,"31.739541,34.995984",31.739541476610054,34.99598425991781,23.95,13,91
21,graph,cluster,area_center,cluster_candidates,5min,300,"31.738570,34.978255",31.73856985585788,34.97825535658585,27.47,26,182
22,graph,cluster,area_center,cluster_candidates,5min,300,"31.737603,34.994270",31.737603068041242,34.99426997996817,40.98,17,119
23,graph,cluster,area_center,cluster_candidates,5min,300,"31.736957,34.980639",31.73695685819355,34.98063875902404,7.73,59,413
24,graph,cluster,area_center,cluster_candidates,5min,300,"31.751657,34.993131",31.751656915031187,34.99313079120654,9.63,24,168
25,graph,cluster,area_center,cluster_candidates,5min,300,"31.749497,34.995806",31.749496901851238,34.99580577668785,24.31,32,224
26,graph,cluster,area_center,cluster_candidates,5min,300,"31.743019,34.981959",31.743018513364575,34.981959090622155,17.88,20,140
27,graph,cluster,area_center,cluster_candidates,5min,300,"31.739089,34.986119",31.739088533441034,34.98611885548263,17.95,16,112
28,graph,cluster,area_center,cluster_candidates,5min,300,"31.741516,34.993174",31.74151647573594,34.993173808991614,21.86,23,161
29,graph,cluster,area_center,cluster_candidates,5min,300,"31.751087,34.985915",31.75108701519397,34.98591489928588,11.26,26,182
30,graph,cluster,area_center,cluster_candidates,5min,300,"31.714222,34.989890",31.714221844560587,34.98988995373519,11.17,13,91
31,graph,cluster,area_center,cluster_candidates,5min,300,"31.745114,34.975933",31.74511353602206,34.975932674698946,9.56,21,147
32,graph,cluster,area_center,cluster_candidates,5min,300,"31.751239,34.997521",31.751238654410507,34.99752094746784,6.96,17,119
33,graph,cluster,area_center,cluster_candidates,5min,300,"31.739776,34.981106",31.7397763720139,34.98110582062559,27.52,24,168
34,graph,cluster,area_center,cluster_candidates,5min,300,"31.751948,34.990745",31.751948173769556,34.99074472696199,54.97,20,140
35,graph,cluster,area_center,cluster_candidates,5min,300,"31.746666,34.996298",31.74666601349598,34.99629757620474,58.04,13,91
36,graph,cluster,area_center,cluster_candidates,5min,300,"31.736560,34.998373",31.736560249476085,34.99837317448882,8.71,16,112
37,graph,cluster,area_center,cluster_candidates,5min,300,"31.711824,35.000829",31.711824497191355,35.00082879791261,19.32,15,105
38,graph,cluster,area_center,cluster_candidates,5min,300,"31.716169,34.989241",31.716169011869095,34.98924127936422,21.17,11,77
39,graph,cluster,area_center,cluster_candidates,5min,300,"31.745557,34.989474",31.745557464861715,34.98947396854723,17.17,20,140
40,graph,cluster,area_center,cluster_candidates,5min,300,"31.752502,34.995566",31.752501577774595,34.99556609381326,9.57,23,161
41,graph,cluster,area_center,cluster_candidates,5min,300,"31.750007,34.988316",31.750006889398062,34.98831561734475,17.56,29,203
