rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.739408,34.988795",31.739407748262007,34.98879501520571,10.53,26,182
2,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.724572,34.976118",31.724572061338307,34.97611796490978,8.46,16,112
3,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.751346,34.980308",31.75134619387823,34.980307889596354,19.8,42,294
4,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.711345,34.994597",31.71134483400458,34.99459716297628,22.44,26,182
5,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.706266,34.992267",31.706265682497413,34.99226681928848,21.76,17,119
6,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.751327,34.989834",31.751327119600067,34.98983372403076,31.4,32,224
7,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.740131,34.995839",31.74013059967819,34.99583920351129,8.96,32,224
8,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.724679,34.993041",31.724679451892058,34.99304125294884,27.16,17,119
