rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,graph,cluster,area_center,cluster_candidates,5min,300,"31.742743,34.977192",31.7427434061063,34.97719154345849,20.79,33,231
2,graph,cluster,area_center,cluster_candidates,5min,300,"31.741874,34.978678",31.741874160108306,34.97867758619153,22.32,36,252
3,graph,cluster,area_center,cluster_candidates,5min,300,"31.743280,34.978298",31.74327999105503,34.978297502034785,10.65,87,609
4,graph,cluster,area_center,cluster_candidates,5min,300,"31.736727,34.983043",31.73672745174574,34.98304338164536,16.85,32,224
5,graph,cluster,area_center,cluster_candidates,5min,300,"31.748360,34.986798",31.748360450932996,34.98679827205365,17.07,29,203
6,graph,cluster,area_center,cluster_candidates,5min,300,"31.744035,34.979243",31.744034962419754,34.979242617003074,26.21,27,189
7,graph,cluster,area_center,cluster_candidates,5min,300,"31.738368,34.984891",31.7383684854841,34.98489067666861,19.78,18,126
8,graph,cluster,area_center,cluster_candidates,5min,300,"31.744326,34.977345",31.744325708482233,34.977345471567965,17.76,30,210
9,graph,cluster,area_center,cluster_candidates,5min,300,"31.750975,34.994322",31.750974939188715,34.994321662932165,13.31,31,217
10,graph,cluster,area_center,cluster_candidates,5min,300,"31.752502,34.995566",31.752501577774595,34.99556609381326,9.57,23,161
11,graph,cluster,area_center,cluster_candidates,5min,300,"31.748605,34.989861",31.74860505630678,34.989861093003874,14.76,33,231
12,graph,cluster,area_center,cluster_candidates,5min,300,"31.739089,34.986119",31.739088533441034,34.98611885548263,17.95,16,112
13,graph,cluster,area_center,cluster_candidates,5min,300,"31.739776,34.981106",31.7397763720139,34.98110582062559,27.52,24,168
14,graph,cluster,area_center,cluster_candidates,5min,300,"31.740335,34.992034",31.740335089814575,34.992034476375714,6.63,26,182
15,graph,cluster,area_center,cluster_candidates,5min,300,"31.746667,34.989316",31.74666719259884,34.98931566933644,37.26,58,406
16,graph,cluster,area_center,cluster_candidates,5min,300,"31.752497,34.982100",31.752497131233323,34.982100325530524,29.22,21,147
17,graph,cluster,area_center,cluster_candidates,5min,300,"31.750007,34.988316",31.750006889398055,34.988315617344746,17.56,29,203
18,graph,cluster,area_center,cluster_candidates,5min,300,"31.738570,34.978255",31.73856985585788,34.97825535658585,27.47,26,182
19,graph,cluster,area_center,cluster_candidates,5min,300,"31.746631,34.993253",31.7466314691934,34.99325329773276,27.82,19,133
20,graph,cluster,area_center,cluster_candidates,5min,300,"31.746797,34.987916",31.746796781646832,34.98791565655126,25.09,33,231
21,graph,cluster,area_center,cluster_candidates,5min,300,"31.738474,34.979958",31.738473988628087,34.979957757993965,11.33,28,196
22,graph,cluster,area_center,cluster_candidates,5min,300,"31.746666,34.996298",31.74666601349598,34.99629757620474,58.04,13,91
23,graph,cluster,area_center,cluster_candidates,5min,300,"31.750671,34.995911",31.750670992419547,34.99591091482094,35.98,94,658
24,graph,cluster,area_center,cluster_candidates,5min,300,"31.714222,34.989890",31.714221844560587,34.98988995373519,11.17,13,91
25,graph,cluster,area_center,cluster_candidates,5min,300,"31.711824,35.000829",31.711824497191355,35.000828797912604,19.32,15,105
26,graph,cluster,area_center,cluster_candidates,5min,300,"31.745114,34.975933",31.74511353602206,34.975932674698946,9.56,21,147
27,graph,cluster,area_center,cluster_candidates,5min,300,"31.747834,34.985342",31.747833812264993,34.98534221733077,4.86,24,168
28,graph,cluster,area_center,cluster_candidates,5min,300,"31.738602,34.982245",31.738602173505043,34.9822450049342,36.31,13,91
29,graph,cluster,area_center,cluster_candidates,5min,300,"31.741962,34.987213",31.741961855006412,34.98721263090335,25.65,20,140
30,graph,cluster,area_center,cluster_candidates,5min,300,"31.755506,34.993653",31.75550561617826,34.993652626242834,4.19,13,91
31,graph,cluster,area_center,cluster_candidates,5min,300,"31.739141,34.977022",31.739141424801677,34.97702219738009,7.27,52,364
32,graph,cluster,area_center,cluster_candidates,5min,300,"31.736957,34.980639",31.73695685819355,34.98063875902404,7.73,59,413
33,graph,cluster,area_center,cluster_candidates,5min,300,"31.743393,34.975407",31.743393457407176,34.97540662333644,17.69,32,224
34,graph,cluster,area_center,cluster_candidates,5min,300,"31.742760,34.984072",31.742759630514644,34.98407227367263,18.75,19,133
35,graph,cluster,area_center,cluster_candidates,5min,300,"31.753623,34.991017",31.753622914268522,34.991017272331995,30.32,22,154
36,graph,cluster,area_center,cluster_candidates,5min,300,"31.748978,34.991112",31.748977735691543,34.99111194764487,37.73,49,343
37,graph,cluster,area_center,cluster_candidates,5min,300,"31.715892,34.982266",31.715892314078804,34.982266183943054,25.04,7,49
38,graph,cluster,area_center,cluster_candidates,5min,300,"31.753201,34.993288",31.753201472305463,34.99328808256427,7.32,26,182
39,graph,cluster,area_center,cluster_candidates,5min,300,"31.754293,34.996425",31.754292930250696,34.99642503962867,19.71,11,77
40,graph,cluster,area_center,cluster_candidates,5min,300,"31.740591,34.978930",31.74059070230276,34.978929797915605,21.42,31,217
41,graph,cluster,area_center,cluster_candidates,5min,300,"31.747400,34.982866",31.747399667637705,34.98286559488233,38.9,15,105
