rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,graph,exact,exact_point,network_nodes,5min,300,"31.742037,34.987964",31.742037075560003,34.98796374967478,18.16,14,98
2,graph,exact,exact_point,network_nodes,5min,300,"31.742791,34.981711",31.742790953706304,34.981711001486076,18.23,12,84
3,graph,exact,exact_point,network_nodes,5min,300,"31.737466,34.994753",31.737465966015648,34.99475301040798,18.41,8,56
4,graph,exact,exact_point,buildings,5min,300,"31.739900,34.992781",31.73990032772834,34.99278109368506,0.0,10,70
5,graph,exact,exact_point,buildings,5min,300,"31.739326,34.995997",31.73932571154893,34.99599660340506,0.0,9,63
6,graph,exact,exact_point,buildings,5min,300,"31.749994,34.993970",31.749993773354536,34.993970015818256,0.0,9,63
7,graph,exact,exact_point,buildings,5min,300,"31.742016,34.993279",31.74201644763134,34.993279397355224,0.0,10,70
8,graph,exact,exact_point,network_nodes,5min,300,"31.751691,34.985226",31.75169110068189,34.985226099476414,37.67,10,70
9,graph,exact,exact_point,buildings,5min,300,"31.742449,34.993349",31.742448905976296,34.99334944034552,0.0,5,35
10,graph,exact,exact_point,buildings,5min,300,"31.736756,34.980795",31.73675570019904,34.98079521447108,0.0,10,70
11,graph,exact,exact_point,network_nodes,5min,300,"31.740108,34.983556",31.740108300682984,34.983556099475614,27.36,4,28
12,graph,exact,exact_point,buildings,5min,300,"31.748543,34.995050",31.748543481006543,34.99505009360339,0.0,9,63
13,graph,exact,exact_point,buildings,5min,300,"31.740036,34.993143",31.740036292959488,34.99314261850727,0.0,6,42
14,graph,exact,exact_point,network_nodes,5min,300,"31.743606,34.977915",31.74360550068228,34.97791519947607,21.4,35,245
15,graph,exact,exact_point,network_nodes,5min,300,"31.735860,34.997150",31.735859925687876,34.99715018861071,16.52,6,42
16,graph,exact,exact_point,network_nodes,5min,300,"31.710664,34.995581",31.7106641006868,34.99558089947309,44.38,9,63
17,graph,exact,exact_point,buildings,5min,300,"31.749138,34.983412",31.749138059397602,34.98341206682762,0.0,4,28
18,graph,exact,exact_point,buildings,5min,300,"31.742288,34.985086",31.742288179944957,34.98508636912269,0.0,3,21
19,graph,exact,exact_point,network_nodes,5min,300,"31.716477,34.999151",31.71647705340003,34.999150992212314,11.36,6,42
20,graph,exact,exact_point,network_nodes,5min,300,"31.729501,34.992862",31.729500700684657,34.992862299474545,85.96,1,7
21,graph,exact,exact_point,buildings,5min,300,"31.750122,34.991337",31.75012249883362,34.99133733542066,0.0,5,35
22,graph,exact,exact_point,buildings,5min,300,"31.744805,34.992611",31.744804690102658,34.9926112067817,0.0,5,35
23,graph,exact,exact_point,buildings,5min,300,"31.748955,34.990669",31.748955321975476,34.99066886041801,0.0,5,35
24,graph,exact,exact_point,buildings,5min,300,"31.741291,34.982431",31.741290780541778,34.98243141908505,0.0,4,28
25,graph,exact,exact_point,network_nodes,5min,300,"31.741860,34.984546",31.741859500682875,34.9845455994757,36.23,3,21
26,graph,exact,exact_point,buildings,5min,300,"31.739309,34.994923",31.73930927405263,34.99492291694926,0.0,3,21
27,graph,exact,exact_point,network_nodes,5min,300,"31.709925,34.998043",31.709924900687028,34.99804279947296,17.77,5,35
28,graph,exact,exact_point,network_nodes,5min,300,"31.708885,35.000512",31.708884800687297,35.00051159947281,63.49,4,28
29,graph,exact,exact_point,buildings,5min,300,"31.747405,34.990610",31.74740504675284,34.99060962650362,0.0,12,84
30,graph,exact,exact_point,network_nodes,5min,300,"31.717130,34.990632",31.71712950068582,34.99063159947372,50.26,4,28
31,graph,exact,exact_point,network_nodes,5min,300,"31.713859,34.982903",31.71385890068569,34.98290329947373,42.49,5,35
32,graph,exact,exact_point,network_nodes,5min,300,"31.708602,34.995432",31.70860150068701,34.995431799472954,36.22,5,35
33,graph,exact,exact_point,network_nodes,5min,300,"31.711341,34.996589",31.711341300686804,34.9965887994731,37.88,6,42
34,graph,exact,exact_point,buildings,5min,300,"31.750535,34.991720",31.750535383303504,34.99172034670813,0.0,5,35
