rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.726059,34.993865",31.726058800574414,34.99386519753832,69.03,10,70
2,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.739227,34.986482",31.739227266565024,34.98648163924407,53.23,14,98
3,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.742543,34.979512",31.742543346347027,34.97951153525331,44.27,21,147
4,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.744814,34.975991",31.74481353335695,34.975990586729395,42.28,12,84
5,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.745875,34.994557",31.745875223717878,34.994556555034826,75.54,12,84
6,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.737596,34.980687",31.737595804723053,34.980686752146475,50.42,32,224
7,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.749656,34.996340",31.749656269320017,34.9963404635333,22.71,6,42
8,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.753744,34.995259",31.75374370132164,34.99525893737683,74.2,12,84
9,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.715078,34.996315",31.71507779467973,34.996314943856376,73.13,50,350
10,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.755326,34.994191",31.75532582366105,34.9941912428295,58.44,8,56
11,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.754103,34.992867",31.754103444302814,34.9928674301639,78.57,23,161
