rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.748874,34.987559",31.74887440653185,34.987559446333194,6.71,17,119
2,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.743258,34.975037",31.74325819608346,34.97503725202355,20.32,11,77
3,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.714271,34.989813",31.71427078539812,34.98981310643323,7.19,12,84
4,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.741465,34.978705",31.741464829012237,34.978705439201654,43.73,10,70
5,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.746598,34.988883",31.74659799839644,34.988883308998744,21.58,34,238
6,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.738610,34.985337",31.73860951736097,34.98533693079362,11.28,7,49
7,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.715892,34.982266",31.715892314078804,34.982266183943054,25.04,7,49
8,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.751104,34.994600",31.751104236466592,34.99460020055117,25.73,13,91
9,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.744814,34.975991",31.74481353335695,34.975990586729395,42.28,12,84
10,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.736870,34.982604",31.73687030955964,34.98260433986307,46.13,17,119
11,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.738609,34.979265",31.738609204109363,34.97926504290599,14.02,11,77
12,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.752727,34.994478",31.75272698735487,34.99447785082368,37.79,12,84
13,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.747964,34.979696",31.747963901354822,34.97969588267467,32.36,9,63
14,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.744291,34.978671",31.74429127753597,34.97867126807739,24.44,8,56
15,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.742901,34.978302",31.742901051776002,34.97830162676946,21.53,21,147
16,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.749656,34.996340",31.749656269320017,34.9963404635333,22.71,6,42
17,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.717094,34.999177",31.717093679791486,34.99917733296516,4.38,6,42
18,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.742626,34.976255",31.742626299664522,34.976254650819016,11.9,12,84
19,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.741556,34.993694",31.74155617197506,34.99369409140245,21.44,12,84
20,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.739227,34.986482",31.739227266565024,34.98648163924407,53.23,14,98
21,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.755326,34.994191",31.75532582366105,34.9941912428295,58.44,8,56
22,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.709558,35.001242",31.709558004188498,35.001241558915396,41.42,5,35
23,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.745875,34.994557",31.745875223717878,34.994556555034826,75.54,12,84
24,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.716005,34.993378",31.716005392154234,34.99337784488203,26.32,7,49
25,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.740331,34.991649",31.740331091315024,34.991649076682194,73.15,7,49
26,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.741715,34.995030",31.74171463721433,34.99503014810805,69.13,13,91
27,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.737845,34.983515",31.73784535408522,34.983514974143596,42.51,26,182
28,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.740147,34.984923",31.740146932344665,34.984922573297595,85.71,17,119
29,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.726059,34.993865",31.726058800574414,34.99386519753832,69.03,10,70
30,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.746652,34.990514",31.746651843306854,34.99051394949169,58.26,55,385
31,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.745593,34.989626",31.745593061546177,34.9896259385927,46.27,13,91
32,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.747651,34.987841",31.747650716969616,34.987841050312745,31.87,31,217
33,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.750916,34.983011",31.750916389298908,34.98301069175888,29.34,11,77
34,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.710660,34.997983",31.710660353493306,34.997982731990945,48.33,8,56
35,euclidean,cluster,area_center,cluster_candidates,5min,300,"31.747568,34.991994",31.747567748027915,34.99199351463053,6.95,12,84
