rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,exact,exact_point,network_nodes,5min,300,"31.748393,34.987789",31.748392500682378,34.98778889947607,34.69,12,84
2,euclidean,exact,exact_point,buildings,5min,300,"31.743108,34.975496",31.743107624849813,34.975496344014374,0.0,10,70
3,euclidean,exact,exact_point,buildings,5min,300,"31.736513,34.982355",31.736513041832495,34.98235490938816,0.0,8,56
4,euclidean,exact,exact_point,buildings,5min,300,"31.738540,34.985250",31.738539550614405,34.98525045542428,0.0,7,49
5,euclidean,exact,exact_point,buildings,5min,300,"31.742061,34.978764",31.74206123245454,34.97876448767888,0.0,7,49
6,euclidean,exact,exact_point,buildings,5min,300,"31.715916,34.982529",31.715915969567533,34.98252893375078,0.0,7,49
7,euclidean,exact,exact_point,network_nodes,5min,300,"31.738700,34.979040",31.738700131394232,34.97904044223912,21.4,7,49
8,euclidean,exact,exact_point,buildings,5min,300,"31.747522,34.988413",31.747522098688002,34.98841311199221,0.0,6,42
9,euclidean,exact,exact_point,buildings,5min,300,"31.745153,34.975438",31.745153385289314,34.97543797092434,0.0,5,35
10,euclidean,exact,exact_point,buildings,5min,300,"31.742493,34.977294",31.74249284080207,34.977294438671315,0.0,5,35
11,euclidean,exact,exact_point,buildings,5min,300,"31.744188,34.979031",31.744187560433737,34.97903138315161,0.0,5,35
12,euclidean,exact,exact_point,buildings,5min,300,"31.739330,34.987348",31.739330156732514,34.987348498847375,0.0,5,35
13,euclidean,exact,exact_point,buildings,5min,300,"31.747907,34.978977",31.747907357636006,34.978977394134105,0.0,4,28
14,euclidean,exact,exact_point,buildings,5min,300,"31.746238,34.993673",31.74623761394823,34.99367329233313,0.0,4,28
15,euclidean,exact,exact_point,buildings,5min,300,"31.752923,34.995689",31.752922503994707,34.9956893126353,0.0,4,28
16,euclidean,exact,exact_point,buildings,5min,300,"31.736886,34.984037",31.73688627010562,34.984036880041984,0.0,4,28
17,euclidean,exact,exact_point,buildings,5min,300,"31.755535,34.993625",31.755535364819966,34.99362528055753,0.0,4,28
