rank,distance_metric,placement_mode,placement_semantics,candidate_source,time_bucket,time_seconds,coordinates,lat,lon,nearest_building_dist_m,newly_covered_buildings,newly_covered_people_est
1,euclidean,exact,exact_point,buildings,5min,300,"31.747685,34.989259",31.74768545504366,34.989259434187915,0.0,18,126
2,euclidean,exact,exact_point,buildings,5min,300,"31.738533,34.979162",31.738533481542554,34.97916173596345,0.0,15,105
3,euclidean,exact,exact_point,buildings,5min,300,"31.752685,34.995143",31.75268471746922,34.995142925368036,0.0,11,77
4,euclidean,exact,exact_point,buildings,5min,300,"31.753833,34.987424",31.75383278915631,34.98742377015877,0.0,10,70
5,euclidean,exact,exact_point,buildings,5min,300,"31.747349,34.983299",31.7473485344453,34.98329896447215,0.0,9,63
6,euclidean,exact,exact_point,buildings,5min,300,"31.748049,34.979813",31.748048981429676,34.97981274623557,0.0,9,63
7,euclidean,exact,exact_point,network_nodes,5min,300,"31.744067,34.978900",31.744067258925703,34.978899854929,16.88,15,105
8,euclidean,exact,exact_point,buildings,5min,300,"31.748064,34.987228",31.748063862073185,34.987228271668734,0.0,10,70
9,euclidean,exact,exact_point,network_nodes,5min,300,"31.742161,34.978217",31.742161323887547,34.97821692280658,23.13,11,77
10,euclidean,exact,exact_point,network_nodes,5min,300,"31.744067,34.975060",31.74406710068204,34.97506029947619,22.97,10,70
11,euclidean,exact,exact_point,buildings,5min,300,"31.738540,34.985234",31.738540064140377,34.98523438262643,0.0,8,56
12,euclidean,exact,exact_point,buildings,5min,300,"31.745153,34.975438",31.745153383411978,34.97543797267643,0.0,8,56
13,euclidean,exact,exact_point,buildings,5min,300,"31.745365,34.989563",31.745364916263522,34.98956306929768,0.0,7,49
14,euclidean,exact,exact_point,buildings,5min,300,"31.739171,34.980599",31.73917130214858,34.98059868090421,0.0,7,49
15,euclidean,exact,exact_point,buildings,5min,300,"31.752855,34.993720",31.75285516719711,34.993719790267946,0.0,5,35
